"","airline","Date","CurrDate","n_day","wk_day","av_price","select","week","tri_d","tp","pred","med","q25","q75"
"880","American Airlines","02/04/2019","2018-12-02",64,"Sunday",321.683333333333,1,"9",21,"5",231.084225603512,231.062384134011,185.754074322821,305.188219985663
"881","American Airlines","02/04/2019","2018-12-03",63,"Monday",198.575,1,"9",21,"5",214.771142352668,214.359673689629,174.81102340834,280.3261115814
"882","American Airlines","02/04/2019","2018-12-04",62,"Tuesday",221.2,1,"9",21,"5",219.577931414496,219.347283183172,178.255136781795,289.019247340496
"883","American Airlines","02/04/2019","2018-12-05",61,"Wednesday",374.35,1,"9",20,"5",220.629268163611,218.54992629857,178.829807475322,292.879124282365
"885","American Airlines","02/04/2019","2018-12-07",59,"Friday",204.594736842105,1,"8",20,"5",178.098280750753,178.144354846119,153.190301756347,218.436787437583
"886","American Airlines","02/04/2019","2018-12-08",58,"Saturday",284.673684210526,1,"8",19,"5",195.393847037141,195.775990822299,163.212775176494,248.593468323316
"887","American Airlines","02/05/2019","2018-12-02",65,"Sunday",162.825,1,"9",22,"5",260.631711091764,258.826518597206,202.576785712461,358.404101610909
"888","American Airlines","02/05/2019","2018-12-03",64,"Monday",222.9,1,"9",21,"5",239.208108281981,238.02199406444,189.906663676686,320.00094564202
"891","American Airlines","02/05/2019","2018-12-06",61,"Thursday",270.106666666667,1,"9",20,"5",213.919526208084,213.394241909499,173.813134150355,278.343600834285
"892","American Airlines","02/05/2019","2018-12-07",60,"Friday",270.106666666667,1,"9",20,"5",221.420633926785,222.233474815348,179.273186355271,291.36865434505
"893","American Airlines","02/05/2019","2018-12-08",59,"Saturday",108.2,1,"8",20,"5",215.488390076286,215.669850915014,176.07045553872,279.85000841896
"895","American Airlines","02/06/2019","2018-12-03",65,"Monday",133.909090909091,1,"9",22,"5",196.598615788812,195.983726764747,164.474104136498,249.421088562091
"896","American Airlines","02/06/2019","2018-12-04",64,"Tuesday",133.909090909091,1,"9",21,"5",199.946750815183,200.099891424476,166.535482239196,253.311965973851
"897","American Airlines","02/06/2019","2018-12-05",63,"Wednesday",133.909090909091,1,"9",21,"5",201.318709142845,200.911102017938,167.522351666595,257.530835532897
"900","American Airlines","02/06/2019","2018-12-08",60,"Saturday",204.275,1,"9",20,"5",201.611804396246,202.50164188709,166.625159604435,256.126565299878
"901","American Airlines","02/07/2019","2018-12-02",67,"Sunday",272.4,1,"10",22,"5",222.66361499173,223.979965840205,179.493421591091,294.729936067999
"903","American Airlines","02/07/2019","2018-12-04",65,"Tuesday",265.425,1,"9",22,"5",187.549214365866,188.284264722733,158.417327024289,235.142435339061
"904","American Airlines","02/07/2019","2018-12-05",64,"Wednesday",163.146153846154,1,"9",21,"5",187.624636574785,187.515063181824,158.806246680535,234.501863424483
"905","American Airlines","02/07/2019","2018-12-06",63,"Thursday",284.6,1,"9",21,"5",168.739530142081,168.823629620962,146.81425826511,206.528098688207
"906","American Airlines","02/07/2019","2018-12-07",62,"Friday",285,1,"9",21,"5",173.83223420803,173.750050623339,150.654171441051,210.892560012419
"907","American Airlines","02/07/2019","2018-12-08",61,"Saturday",285,1,"9",20,"5",189.268901983914,188.834544081139,158.837236260829,239.361186649288
"908","American Airlines","02/08/2019","2018-12-02",68,"Sunday",142.244444444444,1,"10",23,"5",162.851656125219,162.693710787735,143.506622673192,194.839846783083
"909","American Airlines","02/08/2019","2018-12-03",67,"Monday",142.244444444444,1,"10",22,"5",155.591477603675,155.793927869775,139.221270968643,182.048276045346
"910","American Airlines","02/08/2019","2018-12-04",66,"Tuesday",142.244444444444,1,"9",22,"5",147.3892109752,147.025047079567,134.572745538514,168.378877673719
"911","American Airlines","02/08/2019","2018-12-05",65,"Wednesday",222.591666666667,1,"9",22,"5",148.271962793163,148.302911419945,134.94413212023,169.274605880047
"912","American Airlines","02/08/2019","2018-12-06",64,"Thursday",141.192857142857,1,"9",21,"5",138.625793339143,138.371505281325,128.821559552583,154.666995794645
"913","American Airlines","02/08/2019","2018-12-07",63,"Friday",208.8,1,"9",21,"5",140.879841134319,141.189140538274,130.496861381047,157.120888671151
"915","American Airlines","02/09/2019","2018-12-02",69,"Sunday",134.528571428571,1,"10",23,"5",176.687605979134,177.359061457361,151.844043951498,216.615253768696
"916","American Airlines","02/09/2019","2018-12-03",68,"Monday",134.528571428571,1,"10",23,"5",168.293723938911,168.286969673083,147.049693320433,203.078447679406
"917","American Airlines","02/09/2019","2018-12-04",67,"Tuesday",134.528571428571,1,"10",22,"5",172.292434955158,172.024333994501,149.117223663623,210.804254884242
"919","American Airlines","02/09/2019","2018-12-06",65,"Thursday",116.92,1,"9",22,"5",146.652815104258,146.51275404458,134.218664199822,167.655426454491
"920","American Airlines","02/09/2019","2018-12-07",64,"Friday",116.92,1,"9",21,"5",149.038718696264,148.814808985516,135.161394894084,172.432929391677
"921","American Airlines","02/10/2019","2018-12-02",70,"Sunday",142.929411764706,1,"10",23,"5",270.349942351242,270.728271195235,209.257256532012,368.867179162626
"922","American Airlines","02/10/2019","2018-12-03",69,"Monday",142.929411764706,1,"10",23,"5",243.762985576472,245.995148747571,191.430620716673,325.044088738214
"923","American Airlines","02/10/2019","2018-12-04",68,"Tuesday",142.929411764706,1,"10",23,"5",252.834282081884,251.209506527207,197.26317252186,343.161531216908
"925","American Airlines","02/10/2019","2018-12-06",66,"Thursday",142.8125,1,"9",22,"5",194.637217669546,194.811639827701,163.573270355361,246.883232852386
"926","American Airlines","02/10/2019","2018-12-07",65,"Friday",142.8125,1,"9",22,"5",198.998485815036,197.82620058063,165.442553124274,252.048420919484
"927","American Airlines","02/10/2019","2018-12-08",64,"Saturday",462.725454545455,1,"9",21,"5",221.691641737896,221.737945420991,178.52535090209,292.135654240116
"928","American Airlines","02/11/2019","2018-12-02",71,"Sunday",321.683333333333,1,"10",24,"5",282.707503013181,281.603483135403,216.826198086125,392.378722761024
"929","American Airlines","02/11/2019","2018-12-03",70,"Monday",142.388888888889,1,"10",23,"5",255.094240630227,254.913229805852,200.848032930844,350.094255662226
"930","American Airlines","02/11/2019","2018-12-04",69,"Tuesday",142.388888888889,1,"10",23,"5",261.33642245947,261.225217011616,203.244223863791,357.929637150671
"931","American Airlines","02/11/2019","2018-12-05",68,"Wednesday",142.388888888889,1,"10",23,"5",265.640304113031,266.733345064205,205.073929416316,363.080439114218
"933","American Airlines","02/11/2019","2018-12-07",66,"Friday",204.594736842105,1,"9",22,"5",206.188586744402,206.883108053512,169.725781605567,264.778226674148
"934","American Airlines","02/11/2019","2018-12-08",65,"Saturday",284.673684210526,1,"9",22,"5",231.743541934647,232.305793464105,183.563031722809,310.787060852386
"935","American Airlines","02/12/2019","2018-12-02",72,"Sunday",162.825,1,"10",24,"5",161.477158202079,162.18040192737,142.603219585874,193.530686342328
"936","American Airlines","02/12/2019","2018-12-03",71,"Monday",134.58,1,"10",24,"5",154.12879328962,153.67043831442,138.229572716414,181.853343690192
"937","American Airlines","02/12/2019","2018-12-04",70,"Tuesday",134.58,1,"10",23,"5",155.234440663996,155.38901175482,138.889978158328,181.925229937564
"939","American Airlines","02/12/2019","2018-12-06",68,"Thursday",98.2,1,"10",23,"5",144.730175280453,144.699957460716,132.562501426713,164.120403699294
"940","American Airlines","02/12/2019","2018-12-07",67,"Friday",134.929411764706,1,"10",22,"5",147.828226067252,147.422458093962,134.922206898893,169.803333750907
"941","American Airlines","02/12/2019","2018-12-08",66,"Saturday",134.929411764706,1,"9",22,"5",146.07275998012,145.492522408929,133.378939593484,167.60278100111
"942","American Airlines","02/13/2019","2018-12-02",73,"Sunday",140.433333333333,1,"10",24,"5",175.809344774619,175.907630292478,150.561504461578,217.255456782499
"943","American Airlines","02/13/2019","2018-12-03",72,"Monday",140.433333333333,1,"10",24,"5",167.487667052297,167.503866301648,146.791633470318,200.668841914701
"947","American Airlines","02/13/2019","2018-12-07",68,"Friday",143.814285714286,1,"10",23,"5",159.212384278697,159.045816408472,141.410637804771,187.697115787469
"948","American Airlines","02/13/2019","2018-12-08",67,"Saturday",143.814285714286,1,"10",22,"5",171.088044433754,171.067319954324,148.204156054521,208.956867104174
"950","American Airlines","02/14/2019","2018-12-03",73,"Monday",261.841666666667,1,"10",24,"5",357.695413603424,358.033402733865,262.803657830853,510.823503534826
"951","American Airlines","02/14/2019","2018-12-04",72,"Tuesday",265.425,1,"10",24,"5",361.865308339826,360.009879653675,265.735798954377,517.367082159366
"954","American Airlines","02/14/2019","2018-12-07",69,"Friday",269.008333333333,1,"10",23,"5",318.609584784302,314.84067157368,236.592583983171,449.802828765613
"955","American Airlines","02/14/2019","2018-12-08",68,"Saturday",128.2,1,"10",23,"5",369.189107895574,375.0727322904,268.80198362688,540.496702531353
"956","American Airlines","02/15/2019","2018-12-02",75,"Sunday",278.457142857143,1,"11",25,"5",408.883947972928,409.307848100477,292.771174446993,595.358732683403
"957","American Airlines","02/15/2019","2018-12-03",74,"Monday",336.0765,1,"11",25,"5",367.949065534347,368.126330189879,268.602967239528,531.473522453722
"958","American Airlines","02/15/2019","2018-12-04",73,"Tuesday",369.4875,1,"10",24,"5",429.180029035267,427.730278330509,306.180236949888,641.180413187821
"961","American Airlines","02/15/2019","2018-12-07",70,"Friday",370.466666666667,1,"10",23,"5",366.55137293969,366.658283198515,268.04476019333,524.783206089484
"962","American Airlines","02/15/2019","2018-12-08",69,"Saturday",370.466666666667,1,"10",23,"5",436.872844702307,439.493872624229,310.426199686083,651.497061234303
"963","American Airlines","02/16/2019","2018-12-02",76,"Sunday",1272.1,1,"11",25,"5",534.90521782601,530.141000214872,370.735873354838,799.823485549245
"964","American Airlines","02/16/2019","2018-12-03",75,"Monday",1272.1,1,"11",25,"5",479.424436896579,479.966902027126,333.199896760649,735.313656534936
"967","American Airlines","02/16/2019","2018-12-06",72,"Thursday",390.328571428571,1,"10",24,"5",445.696234916225,446.340764080538,315.809431913425,655.051790617352
"968","American Airlines","02/16/2019","2018-12-07",71,"Friday",379.892307692308,1,"10",24,"5",481.402817035718,477.662340757319,334.862792217389,725.378489350737
"969","American Airlines","02/16/2019","2018-12-08",70,"Saturday",386.984615384615,1,"10",23,"5",565.708015248125,568.1322444466,391.095633965167,845.828384616393
"970","American Airlines","02/17/2019","2018-12-02",77,"Sunday",860.025,1,"11",26,"5",473.102422893267,473.037029604317,333.701729394237,696.659785339353
"971","American Airlines","02/17/2019","2018-12-03",76,"Monday",860.025,1,"11",25,"5",418.93362153255,418.164802530417,300.516358100639,623.53255043648
"976","American Airlines","02/17/2019","2018-12-08",71,"Saturday",567.4,1,"10",24,"5",502.984516553775,500.964471346853,351.034022638637,754.606666012809
"977","American Airlines","02/18/2019","2018-12-02",78,"Sunday",321.683333333333,1,"11",26,"5",233.677619332651,232.282364600443,185.950605597507,310.908617822781
"978","American Airlines","02/18/2019","2018-12-03",77,"Monday",198.575,1,"11",26,"5",216.91888590029,216.155583020354,175.639837896959,285.725252546623
"980","American Airlines","02/18/2019","2018-12-05",75,"Wednesday",235.263571428571,1,"11",25,"5",224.012956914294,224.316682516626,180.936199782011,298.151964167727
"983","American Airlines","02/18/2019","2018-12-08",72,"Saturday",496.333333333333,1,"10",24,"5",243.896005154998,243.564330534878,193.269302643426,325.051448305818
"984","American Airlines","02/19/2019","2018-12-02",79,"Sunday",162.825,1,"11",26,"5",194.204000326619,194.244871131057,163.849883092812,246.298502131045
"985","American Airlines","02/19/2019","2018-12-03",78,"Monday",222.9,1,"11",26,"5",183.049349879186,183.859955564578,156.285050952146,227.878263603658
"988","American Airlines","02/19/2019","2018-12-06",75,"Thursday",270.106666666667,1,"11",25,"5",167.973594734319,167.707350516717,146.552169481964,203.997819312378
"989","American Airlines","02/19/2019","2018-12-07",74,"Friday",136.078571428571,1,"11",25,"5",173.432840910935,173.557473713762,150.699753759693,210.278499377313
"990","American Airlines","02/19/2019","2018-12-08",73,"Saturday",274.876190476191,1,"10",24,"5",201.554445529749,201.563969611413,166.011066848718,260.054062214709
"991","American Airlines","02/20/2019","2018-12-02",80,"Sunday",268.246153846154,1,"11",27,"5",181.227395955038,181.924813423234,153.85645758688,225.734866186563
"992","American Airlines","02/20/2019","2018-12-07",75,"Friday",268.246153846154,1,"11",25,"5",162.51245286486,162.314301277918,143.30333447766,193.222070123155
"995","American Airlines","02/21/2019","2018-12-04",79,"Tuesday",141.83125,1,"11",26,"5",153.138304181377,153.567960758131,137.385375595321,178.960160037087
"996","American Airlines","02/21/2019","2018-12-05",78,"Wednesday",141.83125,1,"11",26,"5",153.112794706045,152.982524773433,137.565218297248,178.423948345273
"997","American Airlines","02/21/2019","2018-12-06",77,"Thursday",142.005882352941,1,"11",26,"5",142.845415992523,143.104015204284,131.624934027163,161.939381836878
"998","American Airlines","02/21/2019","2018-12-07",76,"Friday",142.005882352941,1,"11",25,"5",144.581778610283,144.847444520859,132.557306504437,164.975191099832
"1000","American Airlines","02/22/2019","2018-12-02",82,"Sunday",149.008333333333,1,"12",27,"5",196.441689696937,197.291516932271,164.154575625326,250.968522839632
"1001","American Airlines","02/22/2019","2018-12-03",81,"Monday",149.008333333333,1,"12",27,"5",185.576796001712,185.833457498494,157.569020488637,230.585840302699
"1002","American Airlines","02/22/2019","2018-12-04",80,"Tuesday",149.008333333333,1,"11",27,"5",179.98730285831,179.5036512245,154.399539790448,221.931067259616
"1006","American Airlines","02/22/2019","2018-12-08",76,"Saturday",142.378947368421,1,"11",25,"5",181.886896711192,181.814209243854,154.914551121483,226.843419614777
"1007","American Airlines","02/23/2019","2018-12-02",83,"Sunday",344.4,1,"12",28,"5",205.825044362903,204.70606289695,169.455285112907,265.709154563638
"1008","American Airlines","02/23/2019","2018-12-03",82,"Monday",227.93,1,"12",27,"5",196.319030351551,196.146832286743,163.72997954681,250.334229540228
"1010","American Airlines","02/23/2019","2018-12-05",80,"Wednesday",223.461538461538,1,"11",27,"5",192.3492489761,192.826956262263,161.377682473081,241.33707478635
"1011","American Airlines","02/23/2019","2018-12-06",79,"Thursday",160.705,1,"11",26,"5",172.999312398601,172.950728463475,149.715201333819,211.884294212497
"1012","American Airlines","02/23/2019","2018-12-07",78,"Friday",160.705,1,"11",26,"5",176.210949821327,176.80169442719,151.244872845256,216.671751508016
"1013","American Airlines","02/23/2019","2018-12-08",77,"Saturday",284.65,1,"11",26,"5",192.597993715515,192.343469996974,161.229576378911,241.726172067079
"1015","American Airlines","02/24/2019","2018-12-03",83,"Monday",163.1125,1,"12",28,"5",343.758205663184,344.966746698444,253.792622878538,485.242773760552
